dataset,backbone,phase,seed,candidate,mse,mae,static_mse,static_mae,state_bytes,mse_reduction_pct,mae_reduction_pct
appliances,dlinear,refit,1,half32,0.1865350335354332,0.2492544108110403,0.2216167536762602,0.2749426919619232,13192,15.829904354647617,9.34314018953466
appliances,dlinear,refit,2,half32,0.1863822143790976,0.2496329681318386,0.2279299018765531,0.2843024989562913,13192,18.228274199827332,12.194592362616829
appliances,patchtst,legacy,0,half32,0.182682315737727,0.2474165308250062,0.4215198580785,0.373796431242931,13192,56.66104164807677,33.80981995940734
appliances,patchtst,legacy,1,half32,0.1833022628350534,0.2491216859012509,0.4488101578057483,0.3891468014261804,13192,59.158174197476754,35.98259448921405
appliances,patchtst,legacy,2,half32,0.1805590143986961,0.2464810911220376,0.4399032140442657,0.3861921650488502,13192,58.95483173702678,36.17656870618809
appliances,patchtst,refit,0,half32,0.1786978334431835,0.2472268092389079,0.4695688419918778,0.3932843572278388,13192,61.94427366918982,37.13789915735609
appliances,patchtst,refit,1,half32,0.1795688248346891,0.2485791708290858,0.4304963504108326,0.3902387975236796,13192,58.28795652661807,36.300754203199894
appliances,patchtst,refit,2,half32,0.1749539578028374,0.2425329429629834,0.4253650581247619,0.3816055212205237,13192,58.86969217120735,36.44406868452318
bdg2,dlinear,legacy,0,half32,0.1936941407347339,0.2800486115296895,0.2169297286897771,0.3063098620758143,8176,10.71111280845768,8.573426388610661
bdg2,dlinear,legacy,1,half32,0.1926631227619687,0.2812562652538752,0.2259040573703683,0.3231701026239107,8176,14.714624870106386,12.969590017679556
bdg2,dlinear,legacy,2,half32,0.1933778579347179,0.2797187029920931,0.2192738890418394,0.3102973736013714,8176,11.809901863044125,9.854634041653753
bdg2,dlinear,refit,0,half32,0.1936194163108351,0.2775700861799307,0.2141913409078949,0.2960556635998039,8176,9.604461370782492,6.243953314421735
bdg2,dlinear,refit,1,half32,0.1941829709992432,0.2806600109292531,0.2189961129917391,0.3092129231080202,8176,11.330402925202554,9.23406172412543
bdg2,dlinear,refit,2,half32,0.192733789232018,0.27969297633927,0.2202234593301701,0.3118603725438192,8176,12.482625684731518,10.314678951404577
bdg2,patchtst,legacy,0,half32,0.1862400538126322,0.2840235128784871,0.2203223735026798,0.3221009568288342,8176,15.469295808776796,11.821586723997735
bdg2,patchtst,legacy,1,half32,0.1897730348461858,0.2870171758739463,0.2225063797094431,0.3198445830291455,8176,14.711193857003869,10.263549516549986
bdg2,patchtst,legacy,2,half32,0.1875887091063578,0.2850451398687733,0.2180406520239773,0.3190164642622972,8176,13.966176781690587,10.648768386321429
bdg2,patchtst,refit,0,half32,0.1813354056548293,0.2777188894025067,0.2006033697453123,0.3000128517088695,8176,9.60500519754267,7.431002431854717
bdg2,patchtst,refit,1,half32,0.1869513699405527,0.2846991707289042,0.2115402672566758,0.3192441934097231,8176,11.623743145926802,10.820877370346793
bdg2,patchtst,refit,2,half32,0.1850426686105719,0.2814301900286429,0.2042283493221909,0.303569363188778,8176,9.394229927086005,7.292953718247119
bdg2_fox,dlinear,legacy,0,half32,0.2083120375765251,0.2962657819036094,0.2372526588699501,0.317105910938004,8176,12.198228433464585,6.57197747362992
bdg2_fox,dlinear,legacy,1,half32,0.2092278897796697,0.297474038087639,0.2381683133851614,0.3188474879185777,8176,12.151248499077116,6.703345844266684
bdg2_fox,dlinear,legacy,2,half32,0.2091523240037724,0.2982202792003492,0.239393946439265,0.3222495356018405,8176,12.63257608862094,7.4567233608618615
bdg2_fox,dlinear,refit,0,half32,0.2090877672200991,0.2961011740543498,0.2351892860078211,0.310563203817023,8176,11.098090066421651,4.6567106421254945
bdg2_fox,dlinear,refit,1,half32,0.2078876066878546,0.2968341396268537,0.2385137057040892,0.318529744993543,8176,12.840393773526248,6.811170921299392
bdg2_fox,dlinear,refit,2,half32,0.2082102928365066,0.296290217773969,0.236396773189513,0.3155418242591663,8176,11.92337779095235,6.10112669862276
bdg2_fox,patchtst,legacy,0,half32,0.1761608775051003,0.2829923906834892,0.1902763574626705,0.2979829077263206,8176,7.418409804454795,5.030663388451551
bdg2_fox,patchtst,legacy,1,half32,0.1689899083909358,0.2769502497639973,0.1845938965389207,0.2940718444077864,8176,8.453144139949863,5.822248871961633
bdg2_fox,patchtst,legacy,2,half32,0.1735566484581703,0.2792846247576774,0.183518639989056,0.2927541421756144,8176,5.428326807282236,4.600965614982499
bdg2_fox,patchtst,refit,0,half32,0.1703459680696855,0.2787171656047402,0.1789148059266641,0.2891902672104117,8176,4.789339715401142,3.6215263074712567
bdg2_fox,patchtst,refit,1,half32,0.1654817019751286,0.2709279328266957,0.1774665404722834,0.2872662049268532,8176,6.7532947141811235,5.687502330570949
bdg2_fox,patchtst,refit,2,half32,0.1704039141623406,0.2736795783236381,0.1754773751672313,0.2859294277113034,8176,2.8912336989629916,4.284221279956435
bdg2_panther,dlinear,legacy,0,half32,0.0672779937557939,0.1632486825522772,0.0778961183824501,0.1785384359146621,8176,13.631134448219761,8.563844129167286
bdg2_panther,dlinear,legacy,1,half32,0.0667973188711746,0.1626121880826017,0.0783383119311524,0.1793496516915571,8176,14.732246298746643,9.332308956886203
bdg2_panther,dlinear,legacy,2,half32,0.0669589767630852,0.1627957381977981,0.0805036916586101,0.1821439269362954,8176,16.824961211671663,10.622472603911914
bdg2_panther,dlinear,refit,0,half32,0.0669464396861307,0.162746900886583,0.0773265981251636,0.1778118267130678,8176,13.423787791920184,8.47239809914041
bdg2_panther,dlinear,refit,1,half32,0.0669525720717043,0.1624036316147767,0.0766093468180306,0.1766298462537482,8176,12.605217440717698,8.054252970663844
bdg2_panther,dlinear,refit,2,half32,0.0666310121289591,0.1620176315363063,0.0766935526463754,0.1770248197118518,8176,13.120451681008237,8.477448642497198
bdg2_panther,patchtst,legacy,0,half32,0.0675871078136253,0.1644395282499282,0.0735923416645026,0.172912155947056,8176,8.160134213766879,4.899960705898576
bdg2_panther,patchtst,legacy,1,half32,0.0674191239708009,0.1644951613683932,0.0747446557941097,0.1751959008725725,8176,9.800743271181267,6.107870932415482
bdg2_panther,patchtst,legacy,2,half32,0.0673617355012073,0.1639776770180225,0.0729775293055062,0.1719463960494782,8176,7.695236955459905,4.634420502284142
