dataset,backbone,seed,phase,arm,mse,mae,static_mse,static_mae,mse_reduction_pct,mae_reduction_pct,state_bytes,lr,parameter_bytes,optimizer_bytes,context_bytes,schedule_bytes,method,cohort
bdg2_fox,dlinear,1,refit,proposed_global,0.2084160610613698,0.2993241960622907,0.2385137057040893,0.3185297449935427,12.618832345030938,6.02943657008902,8176,,,,,,Proposed,main
bdg2_fox,dlinear,2,legacy,static,0.2393939464392653,0.3222495356018403,0.2393939464392653,0.3222495356018403,0.0,0.0,0,,,,,,Static,main
bdg2_fox,dlinear,2,legacy,proposed_global,0.2095058336029064,0.3006221691080649,0.2393939464392653,0.3222495356018403,12.484907526240042,6.711372431734841,8176,,,,,,Proposed,main
bdg2_fox,dlinear,2,refit,static,0.2363967731895128,0.3155418242591663,0.2363967731895128,0.3155418242591663,0.0,0.0,0,,,,,,Static,main
bdg2_fox,dlinear,2,refit,proposed_global,0.2086939153122755,0.2987083691569643,0.2363967731895128,0.3155418242591663,11.718796963031608,5.334777772082622,8176,,,,,,Proposed,main
bdg2_fox,patchtst,0,legacy,static,0.1902763574626706,0.2979829077263204,0.1902763574626706,0.2979829077263204,0.0,0.0,0,,,,,,Static,main
bdg2_fox,patchtst,0,legacy,proposed_global,0.1771020804892014,0.2850419118517323,0.1902763574626706,0.2979829077263204,6.923759288409603,4.3428651573779735,8176,,,,,,Proposed,main
bdg2_fox,patchtst,0,refit,static,0.178914805926664,0.2891902672104119,0.178914805926664,0.2891902672104119,0.0,0.0,0,,,,,,Static,main
bdg2_fox,patchtst,0,refit,proposed_global,0.1712181186783261,0.2806231796190728,0.178914805926664,0.2891902672104119,4.301872731255529,2.9624398061452677,8176,,,,,,Proposed,main
bdg2_fox,patchtst,1,legacy,static,0.1845938965389207,0.2940718444077863,0.1845938965389207,0.2940718444077863,0.0,0.0,0,,,,,,Static,main
bdg2_fox,patchtst,1,legacy,proposed_global,0.1698132026221985,0.2786373438826034,0.1845938965389207,0.2940718444077863,8.007141186060707,5.248547529691416,8176,,,,,,Proposed,main
bdg2_fox,patchtst,1,refit,static,0.1774665404722834,0.2872662049268533,0.1774665404722834,0.2872662049268533,0.0,0.0,0,,,,,,Static,main
bdg2_fox,patchtst,1,refit,proposed_global,0.1655530911480587,0.272232354808405,0.1774665404722834,0.2872662049268533,6.713067878891432,5.233421077942813,8176,,,,,,Proposed,main
bdg2_fox,patchtst,2,legacy,static,0.1835186399890558,0.2927541421756142,0.1835186399890558,0.2927541421756142,0.0,0.0,0,,,,,,Static,main
bdg2_fox,patchtst,2,legacy,proposed_global,0.1738318424625394,0.2806784692846151,0.1835186399890558,0.2927541421756142,5.278372555013511,4.1248512493310185,8176,,,,,,Proposed,main
bdg2_fox,patchtst,2,refit,static,0.1754773751672312,0.2859294277113035,0.1754773751672312,0.2859294277113035,0.0,0.0,0,,,,,,Static,main
bdg2_fox,patchtst,2,refit,proposed_global,0.1710311257446108,0.2753212425836569,0.1754773751672312,0.2859294277113035,2.53380210319597,3.710071122290148,8176,,,,,,Proposed,main
bdg2_panther,dlinear,0,legacy,static,0.0778961183824501,0.1785384359146622,0.0778961183824501,0.1785384359146622,0.0,0.0,0,,,,,,Static,main
bdg2_panther,dlinear,0,legacy,proposed_global,0.0669031807768378,0.1638474589815462,0.0778961183824501,0.1785384359146622,14.112304738523452,8.228467364942038,8176,,,,,,Proposed,main
bdg2_panther,dlinear,0,refit,static,0.0773265981251636,0.177811826713068,0.0773265981251636,0.177811826713068,0.0,0.0,0,,,,,,Static,main
bdg2_panther,dlinear,0,refit,proposed_global,0.0664986879967471,0.1631922170607847,0.0773265981251636,0.177811826713068,14.00282747585777,8.221955717194607,8176,,,,,,Proposed,main
bdg2_panther,dlinear,1,legacy,static,0.0783383119311524,0.1793496516915571,0.0783383119311524,0.1793496516915571,0.0,0.0,0,,,,,,Static,main
bdg2_panther,dlinear,1,legacy,proposed_global,0.0664120899237262,0.163105464044486,0.0783383119311524,0.1793496516915571,15.223996679820628,9.057273038370662,8176,,,,,,Proposed,main
bdg2_panther,dlinear,1,refit,static,0.0766093468180305,0.1766298462537482,0.0766093468180305,0.1766298462537482,0.0,0.0,0,,,,,,Static,main
bdg2_panther,dlinear,1,refit,proposed_global,0.0665592305606879,0.1630483813368107,0.0766093468180305,0.1766298462537482,13.118655457557416,7.689224219459612,8176,,,,,,Proposed,main
bdg2_panther,dlinear,2,legacy,static,0.0805036916586102,0.1821439269362954,0.0805036916586102,0.1821439269362954,0.0,0.0,0,,,,,,Static,main
bdg2_panther,dlinear,2,legacy,proposed_global,0.0666217241149721,0.1635094953788221,0.0805036916586102,0.1821439269362954,17.24388938895739,10.23060821785765,8176,,,,,,Proposed,main
bdg2_panther,dlinear,2,refit,static,0.0766935526463754,0.1770248197118518,0.0766935526463754,0.1770248197118518,0.0,0.0,0,,,,,,Static,main
bdg2_panther,dlinear,2,refit,proposed_global,0.066332979755961,0.1627458583050515,0.0766935526463754,0.1770248197118518,13.509053281422146,8.06607877361072,8176,,,,,,Proposed,main
bdg2_panther,patchtst,0,legacy,static,0.0735923416645027,0.1729121559470561,0.0735923416645027,0.1729121559470561,0.0,0.0,0,,,,,,Static,main
bdg2_panther,patchtst,0,legacy,proposed_global,0.0678908211340164,0.1653554297347294,0.0735923416645027,0.1729121559470561,7.747437303298133,4.370268921197473,8176,,,,,,Proposed,main
bdg2_panther,patchtst,0,refit,static,0.0810435353678488,0.1890732648971033,0.0810435353678488,0.1890732648971033,0.0,0.0,0,,,,,,Static,main
bdg2_panther,patchtst,0,refit,proposed_global,0.0668078320023271,0.1645044430852842,0.0810435353678488,0.1890732648971033,17.565501431924446,12.99433942984477,8176,,,,,,Proposed,main
bdg2_panther,patchtst,1,legacy,static,0.0747446557941097,0.1751959008725725,0.0747446557941097,0.1751959008725725,0.0,0.0,0,,,,,,Static,main
bdg2_panther,patchtst,1,legacy,proposed_global,0.0676535763917048,0.165610677432609,0.0747446557941097,0.1751959008725725,9.487072121835494,5.471145952744239,8176,,,,,,Proposed,main
bdg2_panther,patchtst,1,refit,static,0.072169150618005,0.1696844123948982,0.072169150618005,0.1696844123948982,0.0,0.0,0,,,,,,Static,main
bdg2_panther,patchtst,1,refit,proposed_global,0.0664816642004512,0.1625680258115187,0.072169150618005,0.1696844123948982,7.880772281300574,4.193895292407779,8176,,,,,,Proposed,main
bdg2_panther,patchtst,2,legacy,static,0.0729775293055062,0.1719463960494782,0.0729775293055062,0.1719463960494782,0.0,0.0,0,,,,,,Static,main
bdg2_panther,patchtst,2,legacy,proposed_global,0.0672268852429438,0.1644349163286583,0.0729775293055062,0.1719463960494782,7.880020216207195,4.3685008196731605,8176,,,,,,Proposed,main
bdg2_panther,patchtst,2,refit,static,0.076768485190991,0.1830177645667254,0.076768485190991,0.1830177645667254,0.0,0.0,0,,,,,,Static,main
bdg2_panther,patchtst,2,refit,proposed_global,0.0675319036982664,0.1656093661379093,0.076768485190991,0.1830177645667254,12.031736030410256,9.511862670833416,8176,,,,,,Proposed,main
bdg2_fox,dlinear,2,legacy,cosa_global,0.1980610129655332,0.288528656298,0.2393939464392653,0.3222495356018403,17.2656552467246,10.464213467635409,152156,0.01,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,dlinear,2,legacy,fac_global,0.2067326402652109,0.2960944273073066,0.2393939464392653,0.3222495356018403,13.643330025615608,8.116414580919674,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,dlinear,2,refit,cosa_global,0.1993687213510703,0.2885028717744218,0.2363967731895128,0.3155418242591663,15.66351830393139,8.569055005062143,152156,0.01,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,dlinear,2,refit,fac_global,0.2066424040816467,0.2952076722297902,0.2363967731895128,0.3155418242591663,12.586622358001833,6.444201835086972,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,dlinear,0,legacy,cosa_global,0.1980936173022443,0.2876511360038968,0.2372526588699503,0.3171059109380039,16.505206624120905,9.288623743083004,152156,0.01,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,dlinear,0,legacy,fac_global,0.2058817579291793,0.2947516070163696,0.2372526588699503,0.3171059109380039,13.222570861878893,7.049475632765711,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,dlinear,0,refit,cosa_global,0.2004190593349036,0.2882900403700473,0.2351892860078212,0.3105632038170231,14.783933087734836,7.171861692957893,152156,0.01,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,dlinear,0,refit,fac_global,0.2070065481007814,0.2951106684427392,0.2351892860078212,0.3105632038170231,11.983002451099134,4.975649138198679,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,dlinear,1,legacy,cosa_global,0.2012434435700273,0.2914065902725145,0.2381683133851615,0.3188474879185776,15.503686989385502,8.606276883407848,152156,0.01,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,dlinear,1,legacy,fac_global,0.2065388168201419,0.2960298376854823,0.2381683133851615,0.3188474879185776,13.280312613991164,7.156289792981574,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,dlinear,1,refit,cosa_global,0.1984677711742916,0.288679169684285,0.2385137057040893,0.3185297449935427,16.789783384389867,9.371361946075972,152156,0.01,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,dlinear,1,refit,fac_global,0.2062244869843011,0.295337926305843,0.2385137057040893,0.3185297449935427,13.537678526469076,7.280895756900141,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,patchtst,0,legacy,cosa_global,0.1707562410250093,0.2766582548923075,0.1902763574626706,0.2979829077263204,10.25882390117272,7.156334232968254,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,patchtst,0,legacy,fac_global,0.1664876107061415,0.2739111566224737,0.1902763574626706,0.2979829077263204,12.502208405579829,8.078232166911803,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,patchtst,0,refit,cosa_global,0.1612352961046289,0.2688855363547002,0.178914805926664,0.2891902672104119,9.881524187149637,7.021235898280831,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,patchtst,0,refit,fac_global,0.1611556549114729,0.2700153609691866,0.178914805926664,0.2891902672104119,9.926037659773378,6.630550338429552,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,dlinear,0,legacy,cosa_global,0.0716122323851463,0.1703345831646726,0.0778961183824501,0.1785384359146622,8.067007866106424,4.595006508240552,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,dlinear,0,legacy,fac_global,0.0708846943894389,0.1694292004638126,0.0778961183824501,0.1785384359146622,9.000992781934137,5.102114513428157,45216,0.005,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,dlinear,0,refit,cosa_global,0.0713962548250707,0.1699745548832952,0.0773265981251636,0.177811826713068,7.669215307382149,4.407621233440029,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,dlinear,0,refit,fac_global,0.0707489145194773,0.1693227684904534,0.0773265981251636,0.177811826713068,8.506366198910609,4.774180873982736,45216,0.005,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,patchtst,1,legacy,cosa_global,0.1629093753357022,0.2673559942307175,0.1845938965389207,0.2940718444077863,11.747149613176076,9.084803827741547,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,patchtst,1,legacy,fac_global,0.1597335072474042,0.2673657142706848,0.1845938965389207,0.2940718444077863,13.46761174537252,9.081498499417162,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,patchtst,1,refit,cosa_global,0.1567184249026326,0.262458863523719,0.1774665404722834,0.2872662049268533,11.691283052250167,8.635663011404693,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,patchtst,1,refit,fac_global,0.1553188620757414,0.2618094838227447,0.1774665404722834,0.2872662049268533,12.479917813014984,8.861718039750144,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,patchtst,2,legacy,cosa_global,0.1640859387416244,0.2685117789761947,0.1835186399890558,0.2927541421756142,10.588952298573185,8.280792551477301,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,patchtst,2,legacy,fac_global,0.1618809840524724,0.2693627708618384,0.1835186399890558,0.2927541421756142,11.790440435845518,7.990107719720685,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_fox,patchtst,2,refit,cosa_global,0.1580279559797713,0.2636887356389206,0.1754773751672312,0.2859294277113035,9.94397093689744,7.778385124751419,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_fox,patchtst,2,refit,fac_global,0.1581385470998826,0.2651442056205648,0.1754773751672312,0.2859294277113035,9.880947928942174,7.269353930133093,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,dlinear,1,legacy,cosa_global,0.0722165550356924,0.1714094134275632,0.0783383119311524,0.1793496516915571,7.814512139143526,4.4272392999398775,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,dlinear,1,legacy,fac_global,0.0709828334009643,0.1700130351198645,0.0783383119311524,0.1793496516915571,9.389375835226575,5.205818067463874,45216,0.005,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,dlinear,1,refit,cosa_global,0.0708434991175349,0.1687501897549347,0.0766093468180305,0.1766298462537482,7.526297951855943,4.461112697507219,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,dlinear,1,refit,fac_global,0.0698426823751554,0.1673935051425664,0.0766093468180305,0.1766298462537482,8.832687816733277,5.229207468092733,45216,0.005,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,dlinear,2,legacy,cosa_global,0.0721355966130934,0.1710930613087193,0.0805036916586102,0.1821439269362954,10.394672434406072,6.06710627878424,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,dlinear,2,legacy,fac_global,0.0712771076382007,0.1707360260545181,0.0805036916586102,0.1821439269362954,11.461069461927831,6.263124482743343,45216,0.005,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,dlinear,2,refit,cosa_global,0.0710069255361776,0.1695900091034183,0.0766935526463754,0.1770248197118518,7.41473945850204,4.1998690469141176,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,dlinear,2,refit,fac_global,0.0700255818292514,0.1683489077586759,0.0766935526463754,0.1770248197118518,8.694304262927021,4.900957937591999,45216,0.005,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,patchtst,1,legacy,cosa_global,0.0699133244247338,0.1665037654509368,0.0747446557941097,0.1751959008725725,6.46378168184254,4.961380590723897,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,patchtst,1,legacy,fac_global,0.068177087064065,0.1644190643181685,0.0747446557941097,0.1751959008725725,8.78667332168277,6.151306338064644,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,patchtst,1,refit,cosa_global,0.0692709901641268,0.1649848154771837,0.072169150618005,0.1696844123948982,4.015788503897333,2.7696102732037158,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,patchtst,1,refit,fac_global,0.0664427232386287,0.1618454835588787,0.072169150618005,0.1696844123948982,7.934730186429151,4.619710629504548,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,patchtst,0,legacy,cosa_global,0.0690414325834939,0.1656193033604858,0.0735923416645027,0.1729121559470561,6.183943842629269,4.217663325419007,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,patchtst,0,legacy,fac_global,0.0670870854967981,0.1624958141651184,0.0735923416645027,0.1729121559470561,8.839583060641154,6.024065644712118,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,patchtst,0,refit,cosa_global,0.0676481687793105,0.1643251594386674,0.0810435353678488,0.1890732648971033,16.528605924874828,13.089161744736488,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,patchtst,0,refit,fac_global,0.0663661745547934,0.1616558390321657,0.0810435353678488,0.1890732648971033,18.1104646366133,14.500953310272925,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,patchtst,2,legacy,cosa_global,0.0685318053128705,0.1646152032769052,0.0729775293055062,0.1719463960494782,6.091908063952989,4.263650149703291,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,patchtst,2,legacy,fac_global,0.0673783362184852,0.1628829474707959,0.0729775293055062,0.1719463960494782,7.672489244711389,5.271089587753963,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
bdg2_panther,patchtst,2,refit,cosa_global,0.069370009073908,0.1668949192859725,0.076768485190991,0.1830177645667254,9.637387137021758,8.809442798584088,152156,0.005,50460.0,101044.0,80.0,44.0,COSA,main
bdg2_panther,patchtst,2,refit,fac_global,0.0666304756876016,0.1627087946256196,0.076768485190991,0.1830177645667254,13.205952257840202,11.096720577472418,45216,0.01,14888.0,29800.0,0.0,0.0,FAC,main
ETTh1,dlinear,0,legacy,,0.393307792153758,0.4019782490980896,,,0.5726636640466465,0.4156151252824536,16648608,,,,,,$\delta$-Adapter,main
ETTh1,dlinear,0,refit,,0.396987465083687,0.4054150808356088,,,0.7094088360217965,0.6059421915823537,16648608,,,,,,$\delta$-Adapter,main
ETTh1,dlinear,1,legacy,,0.3956045758604228,0.4037452067390708,,,0.7959320812161774,0.5953239755234763,16648608,,,,,,$\delta$-Adapter,main
ETTh1,dlinear,1,refit,,0.3976334852310627,0.4040554797508596,,,0.4954137592952823,0.4996994167420832,16648608,,,,,,$\delta$-Adapter,main
ETTh1,dlinear,2,legacy,,0.3921782966297339,0.4002594425818193,,,0.4888198880107275,0.3778843593030934,16648608,,,,,,$\delta$-Adapter,main
ETTh1,dlinear,2,refit,,0.3873990113912697,0.39698385921345,,,0.4932957702399099,0.4069622018635921,16648608,,,,,,$\delta$-Adapter,main
ETTh1,patchtst,0,legacy,,0.4262310564679273,0.433492208723437,,,0.734357860657775,0.7547126102628088,16648608,,,,,,$\delta$-Adapter,main
ETTh1,patchtst,0,refit,,0.4177452778493935,0.4272206076625759,,,0.7897887254490366,0.6422810221417774,16648608,,,,,,$\delta$-Adapter,main
ETTh1,patchtst,1,legacy,,0.4523284637083311,0.4439654220512812,,,0.715688264500236,0.6811459218638349,16648608,,,,,,$\delta$-Adapter,main
ETTh1,patchtst,1,refit,,0.4294039536418976,0.4306943275990015,,,0.7723245304412929,0.6688840062962997,16648608,,,,,,$\delta$-Adapter,main
ETTh1,patchtst,2,legacy,,0.4560853626344381,0.4475969175224087,,,1.2842607756938684,1.2447608524712606,16648608,,,,,,$\delta$-Adapter,main
ETTh1,patchtst,2,refit,,0.4229362696683623,0.4353465903668264,,,0.725995783947464,0.9032508203659306,16648608,,,,,,$\delta$-Adapter,main
ETTh2,dlinear,0,legacy,,0.1387982595546801,0.249487615831462,,,1.9440954200326543,1.4603426767142105,16648608,,,,,,$\delta$-Adapter,main
ETTh2,dlinear,0,refit,,0.1518062611357278,0.2667182327803312,,,3.606369382057984,2.5074367801483755,16648608,,,,,,$\delta$-Adapter,main
ETTh2,dlinear,1,legacy,,0.1360254904559062,0.2451397285185975,,,0.6578182238848318,0.5232296889192689,16648608,,,,,,$\delta$-Adapter,main
ETTh2,dlinear,1,refit,,0.1384550426108099,0.2497184036245172,,,1.8499345890524377,1.4225983554546962,16648608,,,,,,$\delta$-Adapter,main
ETTh2,dlinear,2,legacy,,0.1416883553570641,0.2533607727714869,,,1.9226442594376003,1.2876749112464392,16648608,,,,,,$\delta$-Adapter,main
ETTh2,dlinear,2,refit,,0.1460774329424108,0.2581861787911077,,,2.9556046791970325,1.9204296638127396,16648608,,,,,,$\delta$-Adapter,main
ETTh2,patchtst,0,legacy,,0.1795432668283972,0.2860712899171748,,,2.7021955878378634,1.7640425582538644,16648608,,,,,,$\delta$-Adapter,main
ETTh2,patchtst,0,refit,,0.1504333166827316,0.2613469851228663,,,2.2680060970544424,1.7222668943914554,16648608,,,,,,$\delta$-Adapter,main
ETTh2,patchtst,1,legacy,,0.1794529325490796,0.2927154293112913,,,2.8993864859355734,2.631001610927597,16648608,,,,,,$\delta$-Adapter,main
ETTh2,patchtst,1,refit,,0.1603145382301475,0.2913784175989621,,,3.661492637759267,3.3777499104035718,16648608,,,,,,$\delta$-Adapter,main
ETTh2,patchtst,2,legacy,,0.2257905693544554,0.347325942823298,,,3.3295379973033223,2.851965013564395,16648608,,,,,,$\delta$-Adapter,main
ETTh2,patchtst,2,refit,,0.1556650668538309,0.2624889753934012,,,2.700510695454672,1.800188790878399,16648608,,,,,,$\delta$-Adapter,main
ETTm1,dlinear,0,legacy,,0.2575019658420859,0.3328037933303594,,,2.281574012984211,1.7980075570138587,16648608,,,,,,$\delta$-Adapter,main
ETTm1,dlinear,0,refit,,0.258018240852953,0.3333097306816674,,,2.265960852062709,1.7131984880076945,16648608,,,,,,$\delta$-Adapter,main
ETTm1,dlinear,1,legacy,,0.2565177630049245,0.3319635397126859,,,2.2255441362470263,1.6866903509432762,16648608,,,,,,$\delta$-Adapter,main
ETTm1,dlinear,1,refit,,0.2647255171252182,0.3407642991143954,,,2.4685828692421974,1.828837672354644,16648608,,,,,,$\delta$-Adapter,main
ETTm1,dlinear,2,legacy,,0.255313483270671,0.3303144993094571,,,2.283492663044417,1.8624125201039727,16648608,,,,,,$\delta$-Adapter,main
ETTm1,dlinear,2,refit,,0.2499194279976461,0.3273248855363031,,,2.1231194072605764,1.9391778879209287,16648608,,,,,,$\delta$-Adapter,main
ETTm1,patchtst,0,legacy,,0.3104987693165467,0.3582899038781305,,,1.4142706886253742,1.1689087944315668,16648608,,,,,,$\delta$-Adapter,main
ETTm1,patchtst,0,refit,,0.3149589248733455,0.3548068435394834,,,1.664756353774699,1.3963945520593768,16648608,,,,,,$\delta$-Adapter,main
ETTm1,patchtst,1,legacy,,0.32311995653686,0.3663190325437553,,,2.6650810393980984,2.2505894549918137,16648608,,,,,,$\delta$-Adapter,main
ETTm1,patchtst,1,refit,,0.3046684301278548,0.3557254872000104,,,2.2260086383570576,2.070835616560973,16648608,,,,,,$\delta$-Adapter,main
ETTm1,patchtst,2,legacy,,0.3152691098340872,0.356135354897777,,,1.9384073524451595,1.460845325567406,16648608,,,,,,$\delta$-Adapter,main
ETTm1,patchtst,2,refit,,0.2947839977436645,0.3417971093649936,,,1.6885560662013854,1.5316000526794604,16648608,,,,,,$\delta$-Adapter,main
ETTm2,dlinear,0,legacy,,0.0949237492742173,0.2040739765360779,,,2.2549565437192,2.0430393937046154,16648608,,,,,,$\delta$-Adapter,main
ETTm2,dlinear,0,refit,,0.0988404757053501,0.2102366291447294,,,3.125736607183072,2.2844030731063225,16648608,,,,,,$\delta$-Adapter,main
ETTm2,dlinear,1,legacy,,0.0947127553679248,0.2029836429611229,,,1.9913089826337105,1.5609201085667546,16648608,,,,,,$\delta$-Adapter,main
ETTm2,dlinear,1,refit,,0.1005343423497034,0.2125873045849928,,,3.0860522829601167,2.132332656008673,16648608,,,,,,$\delta$-Adapter,main
ETTm2,dlinear,2,legacy,,0.0940522758516755,0.2023500739340741,,,1.9658932388741943,1.6630368689796504,16648608,,,,,,$\delta$-Adapter,main
ETTm2,dlinear,2,refit,,0.0997920649434774,0.2111270355448634,,,3.231839604276354,2.3824372736188426,16648608,,,,,,$\delta$-Adapter,main
ETTm2,patchtst,0,legacy,,0.1155335784654005,0.2251786410962936,,,4.932691121307686,3.8070012523315433,16648608,,,,,,$\delta$-Adapter,main
ETTm2,patchtst,0,refit,,0.1221334914768243,0.2337649250059759,,,4.913420018935932,3.690409675893447,16648608,,,,,,$\delta$-Adapter,main
ETTm2,patchtst,1,legacy,,0.1057006541137677,0.2147141004120819,,,2.675441099521081,1.9132679522171123,16648608,,,,,,$\delta$-Adapter,main
ETTm2,patchtst,1,refit,,0.1082892286691786,0.222611460045039,,,4.2301782567595865,3.785092140078816,16648608,,,,,,$\delta$-Adapter,main
ETTm2,patchtst,2,legacy,,0.1137863870723187,0.2279144432660217,,,3.6636725536435377,3.2882191627178203,16648608,,,,,,$\delta$-Adapter,main
ETTm2,patchtst,2,refit,,0.1064870748215012,0.224231864715887,,,4.626736326229497,4.361506172730978,16648608,,,,,,$\delta$-Adapter,main
appliances,dlinear,0,legacy,,0.2004438368282671,0.2567012994668097,,,13.813224138470092,10.88864001700056,44692608,,,,,,$\delta$-Adapter,main
appliances,dlinear,0,refit,,0.1950413166507643,0.2527214547278241,,,11.933738968185905,8.993382625671998,44692608,,,,,,$\delta$-Adapter,main
appliances,dlinear,1,legacy,,0.1994418053535043,0.2573446698355151,,,14.717460748055466,12.099371654307411,44692608,,,,,,$\delta$-Adapter,main
appliances,dlinear,1,refit,,0.1953199653800682,0.2509941889951767,,,11.865884622877733,8.71036171060081,44692608,,,,,,$\delta$-Adapter,main
appliances,dlinear,2,legacy,,0.207732550921871,0.2659883613170007,,,15.762991323521469,12.558626385417316,44692608,,,,,,$\delta$-Adapter,main
appliances,dlinear,2,refit,,0.1984283571082986,0.2550745568508367,,,12.943253397368014,10.280578683885643,44692608,,,,,,$\delta$-Adapter,main
appliances,patchtst,0,legacy,,0.3471679388132696,0.3351265300231243,,,17.639007472664293,10.345176675770562,44692608,,,,,,$\delta$-Adapter,main
appliances,patchtst,0,refit,,0.3608320979037167,0.3349321162718078,,,23.15672045592025,14.837162954392824,44692608,,,,,,$\delta$-Adapter,main
appliances,patchtst,1,legacy,,0.3691923142333728,0.3468094085254827,,,17.739759715250358,10.879542821767052,44692608,,,,,,$\delta$-Adapter,main
appliances,patchtst,1,refit,,0.3214394727106957,0.3231635257297323,,,25.33282282092787,17.188263242810265,44692608,,,,,,$\delta$-Adapter,main
appliances,patchtst,2,legacy,,0.3485119230136128,0.3359496924599394,,,20.775317868320155,13.009707895693731,44692608,,,,,,$\delta$-Adapter,main
appliances,patchtst,2,refit,,0.3384022415258012,0.3315346288359977,,,20.444278376399627,13.121113191543888,44692608,,,,,,$\delta$-Adapter,main
bdg2,dlinear,0,legacy,,0.2023578921695705,0.2853297339654477,,,6.71730730878537,6.849315254881905,28456608,,,,,,$\delta$-Adapter,main
bdg2,dlinear,0,refit,,0.2028421273231284,0.2830916434754627,,,5.29863323916846,4.378913062060375,28456608,,,,,,$\delta$-Adapter,main
bdg2,dlinear,1,legacy,,0.2058124493062666,0.2912527270251512,,,8.893867732159311,9.8763392218566,28456608,,,,,,$\delta$-Adapter,main
bdg2,dlinear,1,refit,,0.2071320814232695,0.2884442807579861,,,5.417462166973386,6.716615250514191,28456608,,,,,,$\delta$-Adapter,main
bdg2,dlinear,2,legacy,,0.2056079016620112,0.2851501579144961,,,6.232382450799035,8.104230917268785,28456608,,,,,,$\delta$-Adapter,main
bdg2,dlinear,2,refit,,0.2057490394463883,0.2882141973723058,,,6.572605810392229,7.582295557025587,28456608,,,,,,$\delta$-Adapter,main
bdg2,patchtst,0,legacy,,0.1983292432648061,0.2973282010436049,,,9.982250049428687,7.690991057314256,28456608,,,,,,$\delta$-Adapter,main
bdg2,patchtst,0,refit,,0.1861592312104302,0.2808709121126179,,,7.200346910034739,6.380373203087631,28456608,,,,,,$\delta$-Adapter,main
bdg2,patchtst,1,legacy,,0.2033282952919914,0.2999699473181656,,,8.61911664847318,6.213841586045888,28456608,,,,,,$\delta$-Adapter,main
bdg2,patchtst,1,refit,,0.1899574642593623,0.2872486166298154,,,10.20269250729725,10.022289344772506,28456608,,,,,,$\delta$-Adapter,main
