dataset,backbone,kind,seed,rank,arm,mse,mae,state_bytes
ETTm1,patchtst,mae,1,4,adapter_global,0.33259466234871954,0.38821674228090847,1968
ETTm1,patchtst,sf,1,2,base,0.34152794575438844,0.39431226989245516,0
ETTm1,patchtst,sf,1,2,boundary,0.28323689012574726,0.35774178673873497,4528
ETTm1,patchtst,sf,1,2,adapter,0.3280439727407166,0.38740421304513933,1056
ETTm1,patchtst,sf,1,2,adapter_global,0.3270604471030811,0.38690992860795415,1584
ETTm1,patchtst,sf,1,4,base,0.33613071777374687,0.3883048474748864,0
ETTm1,patchtst,sf,1,4,boundary,0.28213830462877687,0.3567275585671094,4528
ETTm1,patchtst,sf,1,4,adapter,0.3260629735698141,0.3853314236476891,1440
ETTm1,patchtst,sf,1,4,adapter_global,0.32428415789244974,0.38367375661055075,1968
ETTm1,patchtst,mae,2,2,base,0.3462906318781557,0.39041139890644705,0
ETTm1,patchtst,mae,2,2,boundary,0.283423560172801,0.3549599509625529,4528
ETTm1,patchtst,mae,2,2,adapter,0.331535323573139,0.380637877852825,1056
ETTm1,patchtst,mae,2,2,adapter_global,0.3300951353169998,0.3802365475792952,1584
ETTm1,patchtst,mae,2,4,base,0.3531091166739909,0.3962277100105135,0
ETTm1,patchtst,mae,2,4,boundary,0.2840866135658033,0.3555233069601048,4528
ETTm1,patchtst,mae,2,4,adapter,0.33389239992662406,0.3828958166321832,1440
ETTm1,patchtst,mae,2,4,adapter_global,0.3322320803943792,0.38251509045781074,1968
ETTm1,patchtst,sf,2,2,base,0.34101249704734915,0.38776094364791697,0
ETTm1,patchtst,sf,2,2,boundary,0.27408223675587917,0.3492353029602784,4528
ETTm1,patchtst,sf,2,2,adapter,0.32714719835801076,0.37927571451518466,1056
ETTm1,patchtst,sf,2,2,adapter_global,0.32452278480717056,0.3780148073861413,1584
ETTm1,patchtst,sf,2,4,base,0.35207994885668875,0.3961876905714501,0
ETTm1,patchtst,sf,2,4,boundary,0.2742767414973265,0.349981043077131,4528
ETTm1,patchtst,sf,2,4,adapter,0.3297136576026522,0.38153205699327397,1440
ETTm1,patchtst,sf,2,4,adapter_global,0.3270176237739402,0.38038363249986235,1968
ETTm2,dlinear,mae,0,2,base,0.100903815433818,0.2103714805762839,0
ETTm2,dlinear,mae,0,2,boundary,0.09336652220932685,0.20317784252548324,4528
ETTm2,dlinear,mae,0,2,adapter,0.10100091113167027,0.21041736683118925,1056
ETTm2,dlinear,mae,0,2,adapter_global,0.09980751605160335,0.20914049124014286,1584
ETTm2,dlinear,mae,0,4,base,0.101882361562039,0.21128507546367026,0
ETTm2,dlinear,mae,0,4,boundary,0.09223477200162229,0.20142115782011577,4528
ETTm2,dlinear,mae,0,4,adapter,0.10007081591376499,0.20912487021654166,1440
ETTm2,dlinear,mae,0,4,adapter_global,0.09888503403464372,0.20793656523175608,1968
ETTm2,dlinear,sf,0,2,base,0.10089730354828107,0.2105719053177064,0
ETTm2,dlinear,sf,0,2,boundary,0.0919757971994136,0.20112953140863699,4528
ETTm2,dlinear,sf,0,2,adapter,0.1001911339956012,0.20948370884979653,1056
ETTm2,dlinear,sf,0,2,adapter_global,0.0986595465450243,0.20798894705971507,1584
ETTm2,dlinear,sf,0,4,base,0.10299323784235605,0.21297552739202,0
ETTm2,dlinear,sf,0,4,boundary,0.09192700253628751,0.20130208042109812,4528
ETTm2,dlinear,sf,0,4,adapter,0.10016854540384008,0.20937895675319296,1440
ETTm2,dlinear,sf,0,4,adapter_global,0.09867122058080874,0.20808409604218295,1968
ETTm2,dlinear,mae,1,2,base,0.10093805478846453,0.21047465007610516,0
ETTm2,dlinear,mae,1,2,boundary,0.09230906452497055,0.20172730992850246,4528
ETTm2,dlinear,mae,1,2,adapter,0.1000981295163222,0.2092227012914103,1056
ETTm2,dlinear,mae,1,2,adapter_global,0.09924283154505503,0.20838961366869801,1584
ETTm2,dlinear,mae,1,4,base,0.1014135583793393,0.21036504794922786,0
ETTm2,dlinear,mae,1,4,boundary,0.09207718071389448,0.20118367823583636,4528
ETTm2,dlinear,mae,1,4,adapter,0.09930202970093371,0.207629994592301,1440
ETTm2,dlinear,mae,1,4,adapter_global,0.09838986771525886,0.2067797172727209,1968
ETTm2,dlinear,sf,1,2,base,0.10351649386557765,0.21300957591405026,0
ETTm2,dlinear,sf,1,2,boundary,0.09192087974523945,0.201067063156471,4528
ETTm2,dlinear,sf,1,2,adapter,0.0992801184562474,0.20805068478528263,1056
ETTm2,dlinear,sf,1,2,adapter_global,0.09846226547311467,0.20728362510073572,1584
ETTm2,dlinear,sf,1,4,base,0.10586790466147537,0.21578600653299043,0
ETTm2,dlinear,sf,1,4,boundary,0.09192100908166286,0.2012198883909467,4528
ETTm2,dlinear,sf,1,4,adapter,0.09879122299588208,0.20718415410445867,1440
ETTm2,dlinear,sf,1,4,adapter_global,0.0979852378742237,0.2067005606777066,1968
ETTm2,dlinear,mae,2,2,base,0.10047230489929616,0.20879674887181002,0
ETTm2,dlinear,mae,2,2,boundary,0.09274252189213011,0.20163530942104468,4528
ETTm2,dlinear,mae,2,2,adapter,0.10009512219358326,0.20878404621458135,1056
